id,out_of_scope,abstract
7888,1.0,"Brainstorming can assist organizations in generating creative ideas using teamwork and collaboration. However, the role of information technology in brainstorming is merely that of an assistant that passively supports the progression of brainstorming sessions rather than proactively engaging in the sessions. This paper integrates the unique association thinking of humans with an intelligent agent technique to devise an automated decision agent called the Semantic Ideation Learning Agent (SILA) that can represent a session participant who Is actively participating in brainstorming. SILAs are grounded on the three association capabilities of human thinking (similarity, contiguity, and contrast). Furthermore, a Collective Brainstorming Decision System (CBDS) is built to construct an environment where SILAs can learn and share their knowledge with each other. Additionally, CBDS is integrated into an intelligent care project (iCare) for the purpose of innovated e-service recommendation. Preliminarily, evaluation results indicate that the proposed system advances e-brainstorming by crossing the three key boundaries of human ideation capability (understanding, cognition boundary, and endurance). "
4364,0.0,"Funding risk has a systemic aspect that is frequently neglected in research and risk management applications. We build a model that focuses on systemic consequences of funding risk and its links with solvency conditions and account for pertinent interactions between market participants in an agent-based modelling fashion. The model is brought to a set of real banking system data of the stress test component of the 2014 Comprehensive Assessment in the EU, covering all the major banking groups in the EU. The potential shock amplification role of asset managers is studied in the theoretical part of the model, with some styled calibration and simulations. We investigate importance of the channels through which the funding shock hitting financial institutions can propagate across the financial system. We find that the drivers of the contagion transmission, related to available liquidity and capital buffers, sensitivities of funding cost to loss absorption capacity and asset prices to fire sales of assets depend on the heterogeneity of the agents in the financial system. Second, liquidity requirements are effective instruments to mitigate contagion risk. Third, the relationship between funding shocks and contagion losses is nonlinear and exhibits cliff effects. Fourth, we find evidence of an active cross-border channel of contagion with losses spreading from one country to another. Finally, behaviours of the agents under adverse funding conditions can influence the structure of the financial market and the topology of the interbank network under stress depends on the stringency of the regulatory requirements. "
5145,1.0,"The contribution of synthetic pesticides to closing yield gaps around the world is undeniable; however, their use is also a classic double-edged sword. Beyond the well-recognized social costs (e.g., pollution to soil and water, and health effects both on consumers and other species) there are also private costs on farmers beyond the direct costs of inputs, associated with elevated risks of both acute and chronic damage to farmers' health, and with the destruction of populations of beneficial organisms. Managing agricultural land use to enhance natural pest control services (also called mobile agent-based ecosystem services or MABES) holds promise to reduce this growing reliance on pesticides, though it too carries costs. In particular, uncertainty in crop yield due to pest damages, as well as the need to coordinate pesticide use with neighboring farms, can be important obstacles to establishing the longer-term public good of natural pest regulation. Current thinking on promoting ecosystem services suggests that payments or other economic incentives are a good fit for the promotion of public good ecosystem services such as MABES. We undertook a framed field experiment to examine the role of subsidies for non-crop habitat in improving insect-based ecosystem services in two separate samples in Southeast Asia - Cambodia and Vietnam. Our central finding is that these two contexts are not poised equally to benefit from incentives promoting MABES, and in fact may be left worse off by payments schemes. As the study and practice of payments for ecosystem services programs grows, this finding provides an important qualifier on recent theory supporting the use of payments to promote public good ecosystem services - where the nature of the coordination problem is complex and nonlinear, farm systems can be made worse off by being encouraged to attempt it. "
6485,0.0,"Scientific communities can exhibit herding behavior when their members are reluctant to take research risks. This paper examines the epistemic consequences of herding behavior, as well as its surprising robustness. One way that herding behavior can be damped is by incentivizing research risks along the lines of recently announced National Science Foundation initiatives. Our models show that such incentives can have a small, but nevertheless significant impact on a scientific community's epistemic progress. "
4048,0.0,"Sustainable management of complex human–environment systems, and the essential services they provide, remains a major challenge, felt from local to global scales. These systems are typically highly dynamic and hard to predict, particularly in the context of rapid environmental change, where novel sets of conditions drive coupled socio-economic-environmental responses. Faced with these challenges, our tools for policy development, while informed by the past experience, must not be unduly constrained; they must allow equally for both the fine-tuning of successful existing approaches and the generation of novel ones in unbiased ways. We study ocean fisheries as an example class of complex human–environmental systems, and present a new model (POSEIDON) and computational approach to policy design. The model includes an adaptive agent-based representation of a fishing fleet, coupled to a simplified ocean ecology model. The agents (fishing boats) do not have programmed responses based on empirical data, but respond adaptively, as a group, to their environment (including policy constraints). This conceptual model captures qualitatively a wide range of empirically observed fleet behaviour, in response to a broad set of policies. Within this framework, we define policy objectives (of arbitrary complexity) and use Bayesian optimization over multiple model runs to find policy parameters that best meet the goals. The trade-offs inherent in this approach are explored explicitly. Taking this further, optimization is used to generate novel hybrid policies. We illustrate this approach using simulated examples, in which policy prescriptions generated by our computational methods are counterintuitive and thus unlikely to be identified by conventional frameworks. "
3306,0.0,"Selecting economically feasible policies for maximizing crew motivation and performance is a multifaceted problem, and each aspect of the process poses considerable unique challenges for construction practitioners. Fuzzy agent-based modeling (FABM) addresses some of the challenges of predicting crew performance (e.g., it accounts for both subjective uncertainties and crew dynamics), but strategy selection is a decision-making problem that is also compounded by expert disagreements, insufficient information, and differing stakeholder priorities. This paper proposes a methodology for integrating multicriteria decision-making (MCDM) with FABM to develop a decision support model that simulates the complex relationships and social interactions between crews and crew members for use in decision-making. This model also accounts for dynamic construction environments and captures the subjective factors that influence crew motivation and performance. The contributions of this paper are twofold. First, it proposes a methodology that will help improve decision-making processes in construction by expanding the scope of MCDM through integration with FABM. Second, it develops a fuzzy agent-based multicriteria decision-making model that helps construction practitioners adopt economically feasible strategies for improving the motivation and performance of construction crews. Furthermore, the proposed methodology can be adapted to several construction problems to help decision makers prioritize and select from several strategies intended to improve different crew performance measures. "
5477,0.0,"This paper provides a micro-foundation for dual market structure formation through partitioning processes in marketplaces by developing a computational model of interacting economic agents. We propose an agent-based modeling approach, where firms are adaptive and profit-seeking agents entering into and exiting from the market according to their (lack of) profitability. Our firms are characterized by large and small sunk costs, respectively. They locate their offerings along a unimodal demand distribution over a one-dimensional product variety, with the distribution peak constituting the center and the tails standing for the peripheries. We found that large firms may first advance toward the most abundant demand spot, the market center, and release peripheral positions as predicted by extant dual market explanations. However, we also observed that large firms may then move back toward the market fringes to reduce competitive niche overlap in the center, triggering nonlinear resource occupation behavior. Novel results indicate that resource release dynamics depend on firm-level adaptive capabilities, and that a minimum scale of production for low sunk cost firms is key to the formation of the dual structure. "
8917,1.0,"Computer-based learning systems have become increasingly important. However, such self-study systems still lack the aspect of a real-life classroom and suffer due to their passive nature. They are often dull and plodding. This paper describes the LearnOOP, an active distance learning system for learning object-oriented programming. LearnOOP has several features: (1) active, i.e. the system is like a human teacher, who monitors the student's activities and gives guidance when necessary, (2) interactive, i.e. the student can ask the system questions and the system returns intelligent answers and (3) collaborative and co-operative, i.e. there are facilities for students and teachers to collaborate and co-operate with each other. In this paper, a powerful conceptual framework has been presented using a knowledge representation language, Telos, to facilitate the formal thinking about the tools and techniques used in designing, developing and using co-operative computer-based learning systems. The architecture of LearnOOP consists of three layers, the educational agent layer, the knowledge server layer and the repository layer. By deploying repository technology, the architecture provides a means for multiple intelligent educational agents to conduct active interactions between students and the system, between students and teachers and among students. The LearnOOP prototype demonstrates the need for multiple intelligent agent co-operation and collaboration in future active and co-operative learning systems and illustrates the feasibility for practical future design and deployment of such systems. "
3930,1.0,"Current approaches for risk management in energy market participation mostly refer to portfolio optimization for long-term planning, and stochastic approaches to deal with uncertainties related to renewable energy generation and market prices variation. Risk assessment and management as integrated part of actual market negotiation strategies is lacking from the current literature. This paper addresses this gap by proposing a novel model for decision support of players’ strategic participation in electricity market negotiations, which considers risk management as a core component of the decision-making process. The proposed approach addresses the adaptation of players’ behaviour according to the participation risk, by combining the two most commonly used approaches of forecasting in a company's scope: the internal data analysis, and the external, or sectorial, data analysis. The internal data analysis considers the evaluation of the company's evolution in terms of market power and profitability, while the sectorial analysis addresses the assessment of the competing entities in the market sector using a K-Means-based clustering approach. By balancing these two components, the proposed model enables a dynamic adaptation to the market context, using as reference the expected prices from competitor players, and the market price prediction by means of Artificial Neural Networks (ANN). Results under realistic electricity market simulations using real data from the Iberian electricity market operator show that the proposed approach is able to outperform most state-of-the-art market participation strategies, reaching a higher accumulated profit, by adapting players’ actions according to the participation risk. "
1712,1.0,"We present an Equation/Variable free machine learning (EVFML) framework for the control of the collective dynamics of complex/multiscale systems modeled via microscopic/agent-based simulators. The approach obviates the need for construction of surrogate, reduced-order models. The proposed implementation consists of three steps: (A) from high-dimensional agent-based simulations, machine learning, in particular, non-linear manifold learning (Diffusion Maps (DMs)) identifies a set of coarse-grained variables that parametrize the low-dimensional manifold on which the emergent/collective dynamics evolve. The out-of-sample extension and pre-image problems, i.e. the construction of non-linear mappings from the high-dimensional input space to the low-dimensional manifold and back, are solved by coupling DMs with the Nyström extension and Geometric Harmonics, respectively; (B) having identified the manifold and its coordinates, we exploit the Equation-free approach to perform numerical bifurcation analysis of the emergent dynamics; then (C) based on the previous steps, we design data-driven embedded wash-out controllers that drive the agent-based simulators to their intrinsic, imprecisely known, emergent open-loop unstable steady-states, thus demonstrating that the scheme is robust against numerical approximation errors and modeling uncertainty. The efficiency of the framework is illustrated by controlling emergent unstable (i) traveling waves of a deterministic agent-based model of traffic dynamics, and (ii) equilibria of a stochastic financial market model with mimesis. "
4310,0.0,"This paper aims mainly at building artificial stock markets with different maturity levels by modeling information asymmetry and herd behavior. The developed artificial markets are multi-assets, order-driven and populated by agents having heterogeneous behaviors and information. Agents are defined by their information and their herd behavior levels. Agents trade multiple risky assets based on their wealth, their behaviors and their available information which spread among multiple behavioral networks. In a novel contribution to artificial stock markets literature, agents’ behaviors modeling is mixed with social network simulation to reproduce different degrees of information asymmetry and herd behavior based on several assortative topologies. Several simulations validated the proposed model since univariate and multivariate stylized facts were reproduced both for mature and immature stock markets. The proposed artificial stock market can be considered as a first step toward decision and simulation tools for optimal management, strategy analysis and predictions evolution of immature stock markets. "
7673,0.0,"Supply chain managers and decision makers are facing a challenge to develop supply chains that are efficient and economical, with the ability to provide the organisation with added value by simultaneously enhancing the quality of customer service and reducing operation cost. Supply Chain Management has become a major vehicle to gain a competitive advantage in this ever-changing market. It can also make instant improvements to an enterprise’s business strategies. Supply chain strategy is not simply derived from the business strategy. It can be the enabler of the business strategy. It promotes good responsiveness to customer demands by shortening the product life cycle throughout the supply pipeline. In this paper, an intelligent agent-based system, named Supply Chain Strategy Improvement System is proposed. Its aim is to provide support to decision-making in matters related to the supply chain strategy by utilising various artificial intelligence techniques, including Multi-agent System techniques, Case-based Reasoning and Online Analytical Processing. "
5803,0.0,"We analyze the conditions under which a practice moves from rare and unacceptable to preponderant and legitimate through bottom-up, relational processes. To better understand the mechanisms and contingencies of such ""emergencebased institutionalization,"" we combine computational agent-based modeling with insights from a setting where a seemingly deviant local practice became institutionalized: the case of the emergence of proprietary disclosure in the academic life sciences. Our approach results in both theoretical and methodological contributions. From a theoretical perspective, we develop propositions related to microlevel processes that lead to the institutionalization of new rules or those that leave existing arrangements unchanged. Our analysis suggests that traditional social explanations, such as organizational reproduction and copying successful peers, are less likely to drive emergence-based institutionalization than cognitive factors that direct individuals to anticipate and preempt the actions of others. From a methodological perspective, we provide an example of how case analysis and computational modeling can be combined to study the varying and contingent roles that normative, social, and cognitive factors play in persistence and change in institutionalization. "
8519,0.0,"Currently, there is cutthroat competition in the retail industry, and retail companies struggle for survival. Merchandise management - Selecting desirable merchandise, disposing of slow-selling goods and ordering and distributing them - Is important to a retailer's success because merchandise is the basis of retailing. Particularly because in an Electronic Commerce (EC) environment, customer preferences are very diverse and their merchant loyalty level is very low, companies should acknowledge the changes in customer demand patterns quickly and respond to them appropriately. However, until now, most retailers have depended on humans for merchandise management. Because there are too many merchandise and brands, it is impossible for merchandise managers to evaluate, compare, select and dispose of merchandise effectively. Retailers need a system that can perform merchandise managers' jobs autonomously, continuously and efficiently. In this paper, we propose an agent-based system for merchandise management, which performs evaluating and selecting merchandise and predicting seasons and building purchase schedules autonomously in place of human merchandise managers under a Business-to-Business (B2B) EC environment. In order to facilitate the agent's intelligent behavior, several analysis tools such as Data Envelopment Analysis (DEA), Genetic Algorithm (GA), Linear Regression and Rule Induction Algorithm are incorporated into the system. Lastly, the proposed system is verified in its application to a duty-free shop. The proposed system would accomplish merchandise management timely, autonomously and efficiently, and the effective merchandise management would reduce the inventory level while increasing sales and profits. The agent-based merchandise management system will enhance a retail company's potential for success. Moreover, it will be necessary for survival in the B2B EC. "
2339,0.0,"The future market diffusion of alternative fuels in the passenger car sector is of great interest to both carmakers and policymakers in order to decrease CO<inf>2</inf> emissions. The decision to buy a car is not totally objective and only partly based on cost. For this reason, those modeling the future market evolution of cars powered by alternative fuels try to include behavioral and non-cost related aspects. This paper analyzes the integration of user behavior into market diffusion models and compares three models that include this aspect. The comparison comprises three parts: first, it compares the modeling approaches, then uses a harmonized data set to model the future market diffusion of alternative fuel vehicles, with and without behavioral aspects. The most important aspects of user behavior included in the models are the use of charging infrastructure, the limited model availability, the consideration of range anxiety as a hampering factor or the willingness-to-pay-more for alternative drivetrains as a supporting factor, as well as a distinction of users' driving distances. User behavior is considered in various ways, but always has a limiting effect on electric vehicle market diffusion. While a model that distinguishes individual users and driving distances stresses the high relevance of this aspect, it is considered less important in models with a more aggregated inclusion of user behavior based on logit functions. "
997,0.0,"The Mutis-Timau Forest Complex, located on Timor Island, Indonesia, is a mountainous tropical forest area that gradually decreases due to deforestation and forest degradation. Previous modelling studies based on patterns indicate that deforestation primarily occurs at lower elevations and near the boundaries of forests and settlements, often associated with shifting cultivation by local farmers. This study adopts a process-based modelling approach, specifically the agent-based model, to simulate land changes, particularly farmers’ expansion of agricultural land around the Mutis mountain forest. The underlying concept of this agent-based approach is the interaction between the human and environmental systems. Farmers, representing the human system, interact with the land, which represents the environmental system, through land use decision-making mechanisms. The research was conducted in the Community Forest of the Timor Tengah Utara District, one of the sites within the Mutis-Timau Forest Complex with the highest deforestation rate. Land use change simulations were performed using agent-based modelling from 1999 to 2030, considering the socio-economic conditions of farmers, spatial preferences, land use decisions, and natural transitions. The results revealed that the agricultural area increased by 14% under the Business as Usual scenario and 5% under the Reducing Emission from Deforestation and Forest Degradation scenario, compared to the initial agricultural area of 245 hectares. The probability of farmers deciding to extend agricultural activities was positively associated with the number of livestock maintained by farmers and the size of the village area. Conversely, the likelihood of farmers opting for agricultural extensification decreased with an increase in the area of private land and the farmer’s age. These findings are crucial for the managers of the Mutis-Timau Forest Complex and other relevant stakeholders, as they aid in arranging actions to combat deforestation, designing proper forest-related policies, and providing support for initiatives such as reducing emissions from deforestation and forest degradation programs or further incentive schemes. "
2667,0.0,"With the advent of platform economies and the increasing availability of online price comparisons, many empirical markets now select on relative rather than absolute performance. This feature might give rise to the ‘winner takes all/most’ phenomenon, where tiny initial productivity differences amount to large differences in market shares. We study the effect of heterogeneous initial productivities arising from locally segregated markets on aggregate outcomes, e.g., regarding revenue distributions. Several of those firm-level characteristics follow distributional regularities or ‘scaling laws’ (Brock in Ind Corp Change 8(3):409–446, 1999). Among the most prominent are Zipf’s law describing the largest firms‘ extremely concentrated size distribution and the robustly fat-tailed nature of firm size growth rates, indicating a high frequency of extreme growth events. Dosi et al. (Ind Corp Change 26(2):187–210, 2017b) recently proposed a model of evolutionary learning that can simultaneously explain many of these regularities. We propose a parsimonious extension to their model to examine the effect for deviations in market structure from global competition, implicitly assumed in Dosi et al. (2017b). This extension makes it possible to disentangle the effects of two modes of competition: the global competition for sales and the localised competition for market power, giving rise to industry-specific entry productivity. We find that the empirically well-established combination of ‘superstar firms’ and Zipf tail is consistent only with a knife-edge scenario in the neighbourhood of most intensive local competition. Our model also contests the conventional wisdom derived from a general equilibrium setting that maximum competition leads to minimum concentration of revenue (Silvestre in J Econ Lit 31(1):105–141, 1993). We find that most intensive local competition leads to the highest concentration, whilst the lowest concentration appears for a mild degree of (local) oligopoly. Paradoxically, a level playing field in initial conditions might induce extreme concentration in market outcomes. "
1665,1.0,"Technology startups play an essential role in the economy—with seven of the ten largest companies rooted in technology, and venture capital investments totaling approximately $300B annually. Yet, important startup outcomes (e.g., whether a startup raises venture capital or gets acquired) remain difficult to forecast—particularly during the early stages of venture formation. Here, we examine the impact of an essential, yet underexplored, factor that can be observed from the moment of startup creation: founder personality. We predict psychological traits from digital footprints to explore how founder personality is associated with critical startup milestones. Observing 10,541 founder–startup dyads, we provide large-scale, ecologically valid evidence that founder personality is associated with outcomes across all phases of a venture’s life (i.e., from raising the earliest funding round to exiting via acquisition or initial public offering). We find that openness and agreeableness are positively related to the likelihood of raising an initial round of funding (but unrelated to all subsequent conditional outcomes). Neuroticism is negatively related to all outcomes, highlighting the importance of founders’ resilience. Finally, conscientiousness is positively related to early-stage investment, but negatively related to exit conditional on funding. While prior work has painted conscientiousness as a major benefactor of performance, our findings highlight a potential boundary condition: The fast-moving world of technology startups affords founders with lower or moderate levels of conscientiousness a competitive advantage when it comes to monetizing their business via acquisition or IPO. "
8593,0.0,"The goal of Spatial Decision Support Systems (SDSS) is to assist decision-makers as they generate alternative solutions to a variety of semi-structured geographical problems, and to evaluate these solutions with the help of applicable data and analytical models. Most existing SDSS, however, support only a limited number of decision-making environments, and are not designed to utilize web-accessible repositories of spatial data and models. These limitations are overcome through the use of ‘software agents’ within an agent-oriented modelling framework, called ‘Distributed Intelligent Geographical Modelling Environment (DIGME)’. The utility of this framework is demonstrated through the development of an SDSS to evaluate the ecological and economic impacts of agricultural policy for the Cache River watershed of southern Illinois. "
2042,0.0,"Due to the unavailability of prototypes, the early adopters of novel products actively seek information from multiple sources (e.g., media and social networks) to minimize the potential risk. The existing behavior models not only fail to capture the information propagation within the individual's social network, but also they do not incorporate the impact of such word-of-mouth (WOM) dissemination on the consumer's risk preferences. Moreover, even cutting-edge forecasting models rely on crude/synthetic consumer behavior models. We propose a general framework to forecast the adoption of novel products by developing a new consumer behavior model and integrating it into a population-level agent-based model. Specifically, we extend the hybrid choice model to estimate consumer behavior, which incorporates social network effects and interplay between WOM and risk aversion. The calibrated consumer behavior model and synthetic population are passed through the agent-based model for forecasting the product market share. We apply the proposed framework to forecast the adoption of autonomous vehicles (AVs) in Nashville, USA. The consumer behavior model is calibrated with a stated preference survey data of 1,495 Nashville residents. The output of the agent-based model provides the effect of the purchase price, post-purchase satisfaction, and safety measures/regulations on the forecasted AV market share. With an annual AV price reduction of 5% at the initial purchase price of $60,000 and 90% of satisfied adopters, AVs are forecasted to attain around 80% market share in thirty-one years. These findings are crucial for policymakers to develop infrastructure plans and manufacturers to conduct an after-sales cost-benefit analysis. "
5577,1.0,"This paper uses a multi-agent simulation to examine how the initial choice of strategic orientation impacts a firm's long-term performance. The results indicate that when entering a new market, market-pull firms achieve performance levels 4% higher on average than resource-push firms. However, the survival rate of market-pull firms is only 25%, far less than resource-push firms. These findings present firms with a Cornelian dilemma- i.e., strive for survival or maximize performance. "
3900,0.0,"Some well-established scientific findings may be rejected by vocal minorities because the evidence is in conflict with political views or economic interests. For example, the tobacco industry denied the medical consensus on the harms of smoking for decades, and the clear evidence about human-caused climate change is currently being rejected by many politicians and think tanks that oppose regulatory action. We present an agent-based model of the processes by which denial of climate change can occur, how opinions that run counter to the evidence can affect the scientific community, and how denial can alter the public discourse. The model involves an ensemble of Bayesian agents, representing the scientific community, that are presented with the emerging historical evidence of climate change and that also communicate the evidence to each other. Over time, the scientific community comes to agreement that the climate is changing. When a minority of agents is introduced that is resistant to the evidence, but that enter into the scientific discussion, the simulated scientific community still acquires firm knowledge but consensus formation is delayed. When both types of agents are communicating with the general public, the public remains ambivalent about the reality of climate change. The model captures essential aspects of the actual evolution of scientific and public opinion during the last 4 decades. "
1264,0.0,"In this paper, we develop what we refer to as economic circuit theory. Our purpose is to exploit the proven effectiveness of electrical circuit theory for the design, modeling, and analysis of complex electrical networks to economic systems; in particular, it permits us to incorporate the dynamics of price into those of the flow of physical commodities, analogous to how this is done for magnetic flux and electrical charge. The theory is agent-based, wherein agents are conceptualized as electrical components, and the dynamics are determined by matching the agents' behavioral laws with the constitutive equations of the analogous components. We take a modern graph-theoretic approach, identifying the conditions for stock-flow consistency (Kirchhoff's current law) and price clearing (Kirchhoff's voltage law). With this, we develop the theory to model representative agents (equivalent networks), single-good markets (circuits), and general competitive markets (magnetically coupled circuits). We show how to apply the theory by designing and analyzing an economic circuit model for a two-good market in detail. To prove the effectiveness of the theory, we fit and validate a circuit for the global market in crude oil to the historical data, and we examine a relatively complex circuit for a hypothesized market in hydrogen. "
8841,0.0,"We propose an agent-based grocery shopping system, which automates grocery shopping process. Agents gather grocery information from several store server agents and compare it with user's preferences of groceries and stores. The agents could adapt to user's up-to-date preferences by learning from his/her evaluation of previous shopping results. The proposed agent-based grocery shopping system is composed of three role agents: a user agent, an information management agent, and a store server agent. These role agents cooperate to buy the best groceries of user preference. A role agent is formed by an organization agent. The organization agent is responsible for organizing primitive agents and coordinating message delivery. A primitive agent executes a specific task/function using the accumulated knowledge to achieve user's goal. We have designed four agent communication protocols to facilitate cooperation between the user agent, the information management agent, and the store server agent. In this paper we focus on the protocols which support the user agent. By implementing a prototype of the agent-based grocery shopping system, we have verified that it is instrumental in purchasing the best groceries of user preference from several grocery stores. We have found that, (1) our agent-based grocery shopping system reduces the user's effort to buy groceries; (2) it saves user's time to buy groceries at a store; (3) it covers functional requirements of grocery shopping system from the user's viewpoint; (4) it supports the five stages of consumer buying behavior model."
2367,0.0,"Purpose of Review: A transactive energy (TE) future promises to allow a large number of prosumers to be profit-seeking market participants. One way to realize this future is through the local energy market (LEM), a consumer-centric market platform. We aim to compare possible structures and mechanisms of LEM and systematically investigate the technical challenges faced by LEM implementation. Recent We carry out a detailed classification of LEM based on the market participants, physical layer, information and communication layer, and the market mechanism. We identify that research works on LEM are most interested in market participants’ strategic behaviors and innovative market design. Optimization, game theory, and agent-based simulation are the common methods to assist the analysis of LEM. Our classification of LEM can clear some confusion from terminology; we identify that LEM’s coordination with existing energy infrastructure remains as future research directions and call for greater synergy from industry and governments to pave the way for the TE future. "
8251,0.0,"Global competition has forced manufacturing enterprises to collaborate towards fulfilling market demands and satisfying customers. A major challenge in implementing enterprise collaboration is on the integration of heterogeneous hardware and software platforms. This paper proposes to implement enterprise collaborations by employing web services and software agents. It presents a multi-layer architecture for enterprises' software infrastructure capable of accomplishing the necessary functionalities in typical collaborations such as resource discovery, workflow coordination, request analyses, tasks assignment and monitoring. In addition, this paper proposes an agent-based multi-layer structure for service discovery to improve the functionality and efficiency of resource discovery. "
1959,1.0,"The COVID-19 pandemic has severely harmed every aspect of our daily lives, resulting in a slew of social problems. Therefore, it is critical to accurately assess the current state of community functionality and resilience under this pandemic for successful recovery. To this end, various types of social sensing tools, such as tweeting and publicly released news, have been employed to understand individuals' and communities' thoughts, behaviors, and attitudes during the COVID-19 pandemic. However, some portions of the released news are fake and can easily mislead the community to respond improperly to disasters like COVID-19. This paper aims to assess the correlation between various news and tweets collected during the COVID-19 pandemic on community functionality and resilience. We use fact-checking organizations to classify news as real, mixed, or fake, and machine learning algorithms to classify tweets as real or fake to measure and compare community resilience (CR). Based on the news articles and tweets collected, we quantify CR based on two key factors, community wellbeing and resource distribution, where resource distribution is assessed by the level of economic resilience and community capital. Based on the estimates of these two factors, we quantify CR from both news articles and tweets and analyze the extent to which CR measured from the news articles can reflect the actual state of CR measured from tweets. To improve the operationalization and sociological significance of this work, we use dimension reduction techniques to integrate the dimensions. "
6997,1.0,"In the present study, an individual-based model for Nitocra spinipes was developed and used to optimize the test design of a proposed Organisation for Economic Co-operation and Development test guideline for harpacticoid copepods. The variability between individuals was taken into account, based on measured data, leading to stochastic model output. Virtual experiments were performed with the model to analyze the endpoint sensitivity and the effect of number of replicates and inspection intervals on statistical power. The impact of mortality was evaluated; most sublethal effects could not be determined if the mortality was ≥70%. Most sensitive to mortality was the determination of effects on brood size, for which the statistical power was reduced at 10% mortality. Our simulations show that increasing the number of replicates from 72 to 96 or 144 has little impact on the statistical power, whereas 25 replicates disallow relevant endpoint detection. Furthermore, it was demonstrated that the proposed 1D inspection interval can be shifted to a 3D interval, without losing statistical power. It was demonstrated that developmental endpoints have a higher statistical power than reproductive endpoints in the current test design. The present study highlights the usefulness of individual-based models for optimizing the experimental design. The use of such models in the development of standard test guidelines will lead to a faster and less resource-demanding process. "
4821,1.0,"Despite abundant data and increasing data availability brought by technological advances, there has been very limited education policy studies that have capitalized on big data-characterized by large volume, wide variety, and high velocity. Drawing on the recent progress of using big data in public policy and computational social science research, this commentary discusses how to approach big data and how big data can be used in education policy research. First, I introduce big data that is potentially relevant to education policy research. I then present methodological frontiers by examining the assumptions, key concepts, merits, and caveats of three commonly used analytical approaches to mining massive amounts of text data: topic models, network text analysis, and sentiment analysis. Next, to ensure the veracity of using big data in education policy research, I debunk three methodological misconceptions. This commentary concludes with a discussion on developing interdisciplinary research capacity and addressing the privacy concerns and ethical conundrums as we explore a research agenda of using big data in education policy. "
3839,1.0,"Social and economic networks can be a channel of negative shocks and thus deteriorate resilience and sustainability in societies. This study focuses on supply chains, or supplier–customer networks of firms and examines how these supply chains enable production losses caused by natural disasters to propagate and persist in regions not directly affected by the disaster. We apply an agent-based model to the actual supply chains of nearly one million firms in Japan to estimate the direct and indirect effects of the 2011 Great East Japan earthquake. We then employ the same model to predict the effect of the Nankai Trough earthquake, a mega earthquake predicted to hit major industrial cities in Japan in the near future. We find that the indirect effects of the disasters on production due to propagation (10.6% of gross domestic product in the case of the Nankai earthquake) are substantially larger than their direct effects (0.5%). Our simulation analyses to compare the actual network with hypothetical networks suggest that these indirect effects are more prominent and persistent when supply chains are characterized by scale-free properties, difficulty in substitution among intermediate products, and complex cycles in networks. "
3703,1.0,"Data science is a new academic field that has received much attention in recent years. One reason for this is that our increasingly digitalized society generates more and more data in all areas of our lives and science and we are desperately seeking for solutions to deal with this problem. In this paper, we investigate the academic roots of data science. We are using data of scientists and their citations from Google Scholar, who have an interest in data science, to perform a quantitative analysis of the data science community. Furthermore, for decomposing the data science community into its major defining factors corresponding to the most important research fields, we introduce a statistical regression model that is fully automatic and robust with respect to a subsampling of the data. This statistical model allows us to define the ‘importance’ of a field as its predictive abilities. Overall, our method provides an objective answer to the question ‘What is data science?’. "
3269,0.0,"Renewable energy resources and energy-efficient technologies, as well as building retrofitting, are only some of the possible strategies that can achieve more sustainable cities and reduce greenhouse gas emissions. Subsidies and incentives are often provided by governments to increase the number of people adopting these sustainable energy efficiency actions. However, actual sales of green products are currently not as high as would be desired. The present paper applies a hybrid agent-based model (ABM) integrated with a Geographic Information System (GIS) to simulate a complex socio-economic-architectural adaptive system to study the temporal diffusion and the willingness of inhabitants to adopt photovoltaic (PV) systems. The San Salvario neighborhood in Turin (Italy) is used as an exemplary case study for testing consumer behavior associated with this technology, integrating social network theories, opinion formation dynamics and an adaptation of the theory of planned behavior (TPB). Data/characteristics for both buildings and people are explicitly spatialized with the level of detail at the block scale. Particular attention is given to the comparison of the policy mix for supporting decision-makers and policymakers in the definition of the most efficient strategies for achieving a long-term vision of sustainable development. Both variables and outcomes accuracy of the model are validated with historical realworld data. "
